ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
123456789,She persisted in sports: American Olympians who changed the game,Chelsea Clinton,desc(isbn_from_words(bookList[i][0])),['children in wheelchairs'],"[['gender', 'expectations'], ['(dis)ability', 'deafness'], ['perception:motion perception'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['persistence:persistence']]"
123456789,Rescue & Jessica: a life-changing friendship,Jessica Kensky & Patrick Downes,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'helping others'], ['(dis)ability', 'prosthetics'], ['change'], ['emotions', 'anxiety', 'fear'], ['family'], ['(dis)ability:(Dis)ability'], ['persistence:persistence']]"
123456789,I talk like a river,Jordan Scott,desc(isbn_from_words(bookList[i][0])),['Daily tasks/activities/routines'],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['emotions', 'anxiety', 'fear'], ['(dis)ability:language impairments'], ['language:phonemes'], ['language:sounds and spelling'], ['language:Literal vs. figurative language']]"
123456789,Fauja Singh keeps going: the true story of the oldest person to ever run a marathon,Simran Jeet Singh,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships', 'relationships'], ['culture'], ['social', 'belonging'], ['perception:motion perception'], ['persistence:persistence'], ['dream big/following dreams:dream big/following dreams'], ['(dis)ability:(dis)ability'], ['social:bullying'], ['emotions:emotions']]"
123456789,Sam's super seats,Keah Brown,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['social', 'helping others'], ['perception', 'grouping', 'figure-ground segregation'], ['(dis)ability', 'cerebral palsy'], ['self-concept'], ['self-esteem'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['perception:motion perception'], ['social:friendship'], ['acceptance:acceptance'], ['emotions:emotions']]"
123456789,dark was the night: blind Willie Johnson's journey to the stars,Gary Golio,desc(isbn_from_words(bookList[i][0])),[],"[['family', 'parent-child relationships'], ['(dis)ability:(dis)ability'], ['emotions:emotions']]"
123456789,Emmanuel's dream: the true story of Emmanuel Ofosu Yeboah,Laurie Ann Thompson & Sean Qualls,desc(isbn_from_words(bookList[i][0])),['giving/sharing'],"[['family', 'parent-child relationships', 'caring for each other'], ['social', 'helping others'], ['(dis)ability', 'limb differences'], ['embracing differences'], ['(dis)ability:(dis)ability'], ['persistence:persistence'], ['activism:activism'], ['different:being different'], ['growing up:growing up'], ['inner strength:inner strength'], ['self:believing in yourself'], ['social:bullying'], ['difficult topics:discrimination']]"
123456789,She persisted in science,Chelsea Clinton,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['social', 'helping others'], ['cognition', 'problem-solving'], ['difficult topics:discrimination'], ['persistence:persistence'], ['activism:activism']]"
123456789,"I love you through and through/Te quiero,yo te quiero",Bernadette Rossetti-Shustak,desc(isbn_from_words(bookList[i][0])),[],"[['multilingual text', 'code-switching', 'Spanish and English'], ['perception', 'shadow'], ['contrast'], ['family', 'love'], ['language:word learning'], ['emotions:emotions'], ['perception:motion perception'], ['affection:affection']]"
123456789,joyful song: a naming story,Leslea Newman,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'connection'], ['culture', 'traditions'], ['family', 'pride', 'different types of families'], ['family:sibling relationships'], ['perception:motion perception'], ['naming:naming'], ['names have meaning:names have meaning'], ['community support:community support'], ['family:new baby'], ['honoring traditions:honoring traditions'], ['major life events:major life events'], ['perception:bold colors'], ['perception:foreground/background'], ['perception:relative size'], ['responsibility:responsibility'], ['perception:visual attention']]"
123456789,there was a shadow,Bruce Handy,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'grouping', 'figure-ground segregation', 'shadow'], ['contrast'], ['perception:relative size'], ['language:adjectives'], ['perception:motion perception'], ['social:friendship'], ['emotions:emotions'], ['family:Time']]"
123456789,Yoko writes her name,Rosemary Wells,desc(isbn_from_words(bookList[i][0])),[],"[['social', 'helping others'], ['culture:pride'], ['starting school:starting school'], ['different:Being different'], ['different:embracing differences'], ['social:bullying'], ['social:friendship'], ['language:word learning'], ['emotions:emotions'], ['multilingual text:multilingual text']]"
123456789,Cece loves science,Kimberly Derting & Shelli R. Johannes,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'curiosity'], ['perception:motion perception'], ['language:definitions'], ['emotions:emotions']]"
123456789,until you find the sun,Maryam Hassan,desc(isbn_from_words(bookList[i][0])),[],"[['family'], ['challenges in a new place'], ['emotions:emotions'], ['immigration:immigration'], ['comparison:comparison'], ['social:making friends']]"
123456789,a tiny difference,June Tate,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive', 'similes'], ['family', 'relationships'], ['social', 'helping others'], ['perception', 'grouping', 'figure-ground segregation'], ['cognition', 'mindfulness'], ['emotions:emotions'], ['perception:texture gradient'], ['perception:foreground/background'], ['acceptance:acceptance']]"
123456789,A day in the life of Marlon Bundo,Marlon Bundo & Jill Twiss,desc(isbn_from_words(bookList[i][0])),[],"[['cognition', 'critical thinking', 'problem-solving'], ['gender', 'breaking norms'], ['emotions:emotions'], ['perception:motion perception'], ['perception:shadow'], ['perception:foreground/background'], ['family:relationships'], ['different:being different'], ['gay marriage:gay marriage'], ['social:bullying']]"
123456789,tough guys have feelings too,Keith Negley,desc(isbn_from_words(bookList[i][0])),[],"[['gender', 'norms'], ['emotions:emotions']]"
123456789,She persisted,Chelsea Clinton,desc(isbn_from_words(bookList[i][0])),[],"[['(dis)ability', 'autism'], ['social', 'helping others'], ['cognition', 'problem-solving'], ['difficult topics:discrimination'], ['persistence:persistence'], ['activism:activism']]"
123456789,Jabari jumps,Gaia Cornwall,desc(isbn_from_words(bookList[i][0])),[],"[['emotions', 'emotional regulation', 'fear', 'anxiety'], ['family', 'relationships'], ['cognition', 'cognitive reframing'], ['emotions:emotions'], ['perception:motion perception'], ['perception:relative size']]"
123456789,Evelyn Del Rey is moving away,Meg Medina,desc(isbn_from_words(bookList[i][0])),[],"[['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['family', 'different types of families'], ['social:friendship'], ['perception:motion perception'], ['emotions:emotions']]"
123456789,a new kind of wild,Zara Gonzalez Hoang,desc(isbn_from_words(bookList[i][0])),[],"[['perception', 'shadow'], ['change'], ['perception:motion perception'], ['imagination:imagination'], ['language:alliteration'], ['emotions:loneliness'], ['changing perspective:changing perspective'], ['social:making friends'], ['social:belonging'], ['emotions:curiosity'], ['emotions:homesickness'], ['perception:continuity']]"
123456789,Daddy dressed me,Michael Gardner & Ava Gardner,desc(isbn_from_words(bookList[i][0])),"['anxiety/fear', 'confidence', 'cooperation/working together']","[['family', 'parent-child relationships'], ['social', 'helping others'], ['perception', 'grouping', 'figure-ground segregation', 'similarity'], ['self-esteem'], ['cognition', 'magnification'], ['emotions:emotions'], ['perception:spotlight effect'], ['perception:visual attention']]"
123456789,we care: a first conversation about justice,Megan Madison & Jessica Ralli,desc(isbn_from_words(bookList[i][0])),['cooperation/working together'],"[['moral development'], ['cognition', 'problem-solving'], ['social', 'justice'], ['punishment'], ['zone of proximal development'], ['safety'], ['community:community'], ['emotions:emotions'], ['conflict:conflict'], ['growth:growth']]"
