ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags,Language
9780618216123.0,hooway for wodney wat,helen lester,nan,[],nan,nan
9781542039857.0,our spot,lindsay ward,"beautifully written and illustrated, a story about how tradition can help
us hold those we've lost in our hearts, even when life is forever changed.
every thursday night, a girl and her papa go to their secret fishing spot
in the middle of the city. now it's just the two of them--there used to be
three. the girl's mother had found this place, and they'd all fished there
when the girl was small as peas. even though it's different now, it's still
tradition. the girl and her papa don't talk much; instead, they listen to
the waves lapping against the shore as they fish. sometimes they talk about
mama and the big walleye that always got away. as they head home, the city
sparkling in the moonlight, the girl is content, ready for a night of
dreaming about mama and the fish.",[],"[['family', 'traditions'], ['language', 'descriptive'], ['perception', 'grouping', 'similarity', 'continuity'], ['math:counting'], ['perception:motion perception'], ['perception:proximity']]",nan
9780763665302.0,du iz tak?,carson ellis,"a group of insects, who speak in an imaginary language, turn a growing tree
into a fort.",[],"[['social', 'cooperation'], ['cognition', 'problem-solving'], ['language', 'phonemes'], ['language:repetition'], ['language:word learning'], ['emotions:emotions'], ['perception:motion perception']]",nan
9780545871860.0,the paperboy,dav pilkey,"a paperboy and his dog enjoy the quiet of the early morning as they go
about their rounds.",['daily tasks/activities/routines'],"[['perception', 'proximity', 'grouping', 'similarity', 'shadow'], ['categories:categories'], ['perception:relative size'], ['perception:foreground/background']]",nan
9780394900209.0,go dog go,pd eastman,"p.d. eastman's canine classic—perfect for fans of the netlix original go,
dog. go! animated preschool series! written for beginning readers using
only 75 different words, this beloved beginner book by p.d. eastman—edited
by dr. seuss—features all kinds of wonderful dogs riding bicycles,
scooters, skiis, roller skates, and driving all sorts of vehicles on their
way to a party held on top of a tree! this is a perfect gift for p.d.
eastman fans and dog lovers of all ages! originally created by dr. seuss
himself, beginner books are fun, funny, and easy to read. these unjacketed
hardcover early readers encourage children to read all on their own, using
simple words and illustrations. smaller than the classic large format seuss
picture books like the lorax and oh, the places you'll go!, these portable
packages are perfect for practicing readers ages 3-7, and lucky parents
too! ""the canine cartoons make an elementary text funny and coherent and
still one of the best around.""--school library journal.",['daily tasks/activities/routines'],"[['social', 'social routines'], ['perception:relative size'], ['perception:motion perception'], ['language:adjectives']]",nan
9781467467865.0,what makes us human,victor d.o. santos,"selected for the white ravens 2023 catalogue, by the international youth
library in munich, germany (brazilian portuguese edition) selected for the
dpictus unpublished picture book showcase 4 (2022 edition), receiving 14
votes from a panel of 50 international publishers. selected for the 2023
bologna children’s book fair exhibition beauty and the world: the new
nonfiction picture books (march 5, 2023, bologna) published in partnership
with unesco in many editions in association with the unesco international
decade of indigenous languages a poetic riddle about language, history, and
culture, released in partnership with unesco in honor of the international
decade of indigenous languages (2022-2032). can you guess what i am? i have
been around a very, very long time. you hardly knew me as a baby, but now
you cannot get me out of your head. there are thousands of me, all over the
globe, and some of those forms are disappearing. i can connect you to the
past, present, and future. who am i—and why am i so important to humanity?
clever and thought-provoking, what makes us human is an accessible
introduction to how language connects people across the world. this unique
book celebrates all the amazing ways communication shapes our lives,
including through text messages on phones, braille buttons in elevators,
and endangered languages at risk of disappearing.",[],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['culture'], ['perception:relative size'], ['family:time'], ['growth:growth'], ['(dis)ability:diversity']]",nan
9780380810956.0,the wolves in the walls,neil gaiman,"lucy hears sneaking, creeping, crumpling noises coming from inside the
walls. she is sure there are wolves living in the walls of her house.",['daily tasks/activities/routines'],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['family', 'parent-child relationships', 'interactions'], ['language:word learning'], ['cognition:creative thinking/solutions']]",nan
9780681889217.0,all about corduroy,don freeman,"corduroy: a toy bear in a department store wants a number of things, but
when a little girl finally buys him he finds what he has always wanted most
of all ; a pocket for corduroy: a toy bear who wants a pocket for himself
searches for one in a laundromat.",['daily tasks/activities/routines'],"[['cognition', 'reasoning and decision making skills'], ['perception', 'grouping', 'similarity', 'continuity'], ['family', 'parent-child relationships', 'interactions'], ['emotions:curiosity'], ['categories:categories'], ['perception:relative size'], ['perception:proximity']]",nan
9780525554226.0,love makes a family,sophie beer,"this fun, inclusive board book celebrates the one thing that makes every
family a family . . . and that's love. love is baking a special cake. love
is lending a helping hand. love is reading one more book. in this exuberant
board book, many different families are shown in happy activity, from an
early-morning wake-up to a kiss before bed. whether a child has two moms,
two dads, one parent, or one of each, this simple preschool read-aloud
demonstrates that what's most important in each family's life is the love
the family members share.","['different types of family', 'daily tasks/activities/routines']","[['family', 'activities'], ['perception', 'motion', 'grouping', 'similarity', 'continuity'], ['(dis)ability:diversity'], ['perception:proximity']]",nan
9780060776398.0,pinkalicious,victoria kann & elizabeth kann,"pink, pink, pink. more than anything, pinkalicious loves pink, especially
pink cupcakes. her parents warn her not to eat too many of them, but when
pinkalicious does . . . she turns pink! what to do? this sparkling picture
book, filled with such favorites as pink bubble gum, pink peonies, pink
cotton candy, and pink fairy princess dresses, celebrates all things pink
while showing that being yourself is best of all.",['daily tasks/activities/routines'],"[['family', 'activities', 'interactions'], ['cognition', 'cognitive development'], ['perception:foreground/background'], ['perception:motion perception'], ['cognition:cause and effect'], ['emotions:emotions']]",nan
9780399260094.0,the three snow bears,jan brett,nan,[],"[['family', 'interactions'], ['social', 'helping others'], ['moral development'], ['perception:relative size'], ['cognition:cause and effect']]",nan
9780593205228.0,how to get your octopus to school,becky scharnhorst,"learn how to get your octopus to school in this hilarious and endearing
back-to-school story! getting your octopus to school won't be easy. he
would much rather stay home with you and play hide-and-seek or dress-up.
but you know your octopus will love school if he gives it a chance. and
you'll tell him that . . . as soon as you can find him . . . reminiscent of
if you take a mouse to school, get your little one ready for school with
this silly and sweet back-to-school story. perfect for any parent who has
struggled to get their child ready for school in the morning!",[],"[['perception', 'grouping', 'figure-ground segregation', 'continuity', 'similarity'], ['self-esteem'], ['emotions:emotions'], ['first day of school:first day of school']]",nan
9780525516439.0,giant size butterfliees on my first day of school,justin roberts,"find out how butterflies in your tummy are a good thing in this fresh take
on being nervous for the first day of school. when a little girl wakes up
on the first day of school, the butterflies in her stomach feel positively
giant-sized! she really wants her mom to stay with her, on this first day.
as she and her mom make their way to school, mom explains how the
butterflies are a good thing. everyone gets them (including parents) and
they are a sign of something exciting happening—that we're about to learn
and grow from a new experience and they can help us through it. so with the
butterflies as her guide, the girl soars into her first day. beloved
children's songwriter justin roberts brings one of his most popular songs
to the page, alongside beautifully tender illustrations by paola escobar,
in a story guaranteed to help readers of all ages reframe their first-day
nerves as first-day excitement.",[],"[['emotions', 'anxiety', 'fear'], ['family', 'parent-child relationships', 'interactions'], ['emotions:emotions'], ['first day of school:first day of school'], ['language:rhyming']]",nan
9780593206263.0,just help,sonia have,"from the author of the #1 new york times bestseller just ask! comes a fun
and meaningful story about making the world--and your community--better,
one action at a time, that asks the question: who will you help today?
every night when sonia goes to bed, mami asks her the same question: how
did you help today? and since sonia wants to help her community, just like
her mami does, she always makes sure she has a good answer to mami's
question. in a story inspired by her own family's desire to help others,
supreme court justice sonia sotomayor takes young readers on a journey
through a neighborhood where kids and adults, activists and bus drivers,
friends and strangers all help one another to build a better world for
themselves and their community. with art by award-winning illustrator
angela dominguez, this book shows how we can all help make the world a
better place each and every day. praise for just help!: ""generosity proves
contagious in this personal portrait of community service by supreme court
justice sotomayor."" --publishers weekly ""for use in civics units or in
lessons on being a good neighbor, this provides wonderful encouragement to
show that children can help in big and small ways."" --school library
journal",['caring for the environment'],"[['social', 'helping others', 'cooperation'], ['perception', 'grouping'], ['(dis)ability:diversity'], ['community:community'], ['community support:community support'], ['paying it forward:paying it forward']]",nan
9781665905053.0,"bitsy bat,school star",kaz windness,"the only bat at her new school, bitsy does not feel like she fits in, but
after some encouragement, bitsy learns that everyone shines differently.",[],"[['(dis)ability', 'autism'], ['emotions', 'anxiety', 'fear'], ['language', 'literal vs. figurative language'], ['different perspectives'], ['perception', 'grouping'], ['family', 'relationships'], ['cognition', 'problem-solving'], ['self-esteem'], ['emotions:emotions'], ['perception:relative size'], ['different:being different'], ['social:bullying'], ['community:community'], ['different:individual differences']]",nan
9781943147304.0,the girl who thought in pictures: the story of dr. temple grandin,julia finley mosca,"if you've ever felt different, if you've ever been low,if you don't quite
fit in, there's a name you should know...meet dr. temple grandin--one of
the world's quirkiest science heroes!when young temple was diagnosed with
autism, no one expected her to talk, let alone become one of the most
powerful voices in modern science. yet, the determined visual thinker did
just that. her unique mind allowed her to connect with animals in a special
way, helping her invent groundbreaking improvements for farms around the
globe!the girl who thought in pictures: the story of dr. temple grandin is
the first book in a brand new educational series about the inspirational
lives of amazing scientists. in addition to the illustrated rhyming tale,
you'll find a complete biography, fun facts, a colorful timeline of events,
and even a note from temple herself!",[],"[['cognition', 'critical thinking', 'problem-solving'], ['(dis)ability', 'autism'], ['self-acceptance'], ['language:rhyming'], ['perception:motion perception'], ['social:bullying'], ['acceptance:acceptance'], ['cognition:creative thinking/solutions']]",nan
9780823454112.0,challah day,charlotte offsay,"it’s challah day! a family mixes, kneads, and braids bread in this joyful,
rhyming story about a jewish holiday food that’s baked with love. from
kneading sticky dough to gathering with family around the table, challah
day celebrates family, food, heritage, and tradition! join this happy
family as they bake delicious braided egg bread for their friday night
shabbat dinner. yeast and sugar - water’s warm, mix and watch those bubbles
form! crack the eggs – one… two… three… four extra if some hit the floor.
messy flour and laughter abound. the scent of warm bread fills the house.
grandma and grandpa bring the candles and hugs. parents, kids, and baby
too, can read this kid-friendly, rhyming recipe together. inspired by
memories author charlotte offsay and illustrator jason kirschner have of
baking challah with their children, challah day celebrates the sweetness of
sharing homemade food as a family. in the back of the book, read about the
cultural importance of challah and jewish traditions. this read aloud can
be a joyful introduction to a new culture or a cozy way to celebrate a
familiar one. perfect for any occasion as a holiday gift or the start of a
new weekly tradition. a challah recipe is included.",['cooperation/working together'],"[['family', 'interactions', 'traditions'], ['language:rhyming'], ['perception:motion perception'], ['celebration:holidays']]",nan
9780547076713.0,bee-bim bop!,linda sue park,"a child, eager for a favorite meal, helps with the shopping, food
preparation, and table setting.","['daily tasks/activities/routines', 'help others']","[['culture', 'foods'], ['family', 'generations', 'interactions', 'parent-child relationships'], ['perception', 'grouping', 'figure-ground segregation'], ['language:rhyming'], ['language:repetition'], ['perception:motion perception'], ['perception:visual attention']]",nan
9781797216294.0,yenebi's drive to school,sendy santamaria,"yenebi, her sister melanie, and mom drive to school every morning across
the us-mexico border.",['daily tasks/activities/routines'],"[['culture', 'foods'], ['language:word learning'], ['family:sibling relationships'], ['immigration:immigration'], ['borders:borders'], ['patience:patience'], ['multilingual text:multilingual text']]",nan
9781554987948.0,a family is a family is a family,sara o'leary,nan,['different types of family'],"[['family', 'blended'], ['gay marriage'], ['perception:motion perception'], ['difficult topics:divorce'], ['family:new baby']]",nan
9781772600377.0,stolen words,melanie florence,"in this picture book a little girl sets out to help her grandfather
discover the cree language that was stolen from him when he was sent away
to residential school as a boy.",['help others'],"[['family', 'generations', 'interactions'], ['culture', 'memory'], ['perception', 'grouping', 'figure-ground segregation'], ['trauma'], ['emotions:emotions'], ['culture:memory'], ['language:word learning'], ['perception:motion perception']]",nan
9781849354042.0,we move together,"kelly fritsch,anne mcguire and eduardo trejos",a fun and inclusive picture book with mixed-ability characters!,['daily tasks/activities/routines'],"[['social', 'helping others', 'multiple types of communication'], ['contrast'], ['perception', 'motion'], ['cognition', 'problem-solving'], ['(dis)ability', 'wheelchairs', 'hearing aids', 'blindness'], ['(dis)ability:diversity'], ['emotions:emotions'], ['social:social justice'], ['difficult topics:discrimination']]",nan
9780763669003.0,"mango,abuela,and me",meg medina,"a 2016 pura belpré author award honor book a 2016 pura belpré illustrator
award honor book when a little girl’s far-away grandmother comes to stay,
love and patience transcend language in a tender story written by acclaimed
author meg medina. mia’s abuela has left her sunny house with parrots and
palm trees to live with mia and her parents in the city. the night she
arrives, mia tries to share her favorite book with abuela before they go to
sleep and discovers that abuela can’t read the words inside. so while they
cook, mia helps abuela learn english (“dough. masa”), and mia learns some
spanish too, but it’s still hard for abuela to learn the words she needs to
tell mia all her stories. then mia sees a parrot in the pet-shop window and
has the perfectoidea for how to help them all communicate a little better.
an endearing tale from an award-winning duo that speaks loud and clear
about learning new things and the love that bonds family members.",[],"[['cognition', 'critical thinking', 'problem-solving', 'learning'], ['perception', 'proximity', 'grouping', 'similarity'], ['family', 'interactions', 'caring for each other'], ['multilingual text', 'code-switching'], ['family:generations'], ['language:word learning'], ['internal motivation to learn:internal motivation to learn'], ['language:repetition'], ['challenges in a new place:challenges in a new place']]",nan
9781481480796.0,teddy's favorite toy,christian trimmer,"a mom goes to great lengths to rescue her son’s favorite doll in this
delightful tribute to treasured toys—and mothers. teddy has a lot of cool
toys. but his very favorite doll has the best manners, the sickest fighting
skills, and a fierce sense of style. then one morning, something truly
awful happens. and there’s only one woman fierce enough to save the day.
can teddy’s mom reunite teddy with his favorite toy?",[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'proximity', 'grouping', 'similarity', 'motion'], ['gender', 'breaking norms']]",nan
9781328866844.0,the crayon man,natascha biebow,"celebrating the inventor of the crayola crayon this gloriously illustrated
picture book biography tells the inspiring story of edwin binney, the
inventor of one of the world's most beloved toys. a perfect fit among
favorites like the day the crayons quit and balloons over broadway. purple
mountains' majesty, mauvelous, jungle green, razzmatazz... what child
doesn't love to hold a crayon in their hands? but children didn't always
have such magical boxes of crayons. before edwin binney set out to change
things, children couldn't really even draw in color. here's the true story
of an inventor who so loved nature's vibrant colors that he found a way to
bring the outside world to children - in a bright green box for only a
nickel with experimentation, and a special knack for listening, edwin
binney and his dynamic team at crayola created one of the world's most
enduring, best-loved childhood toys - empowering children to dream in color",[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['comparison:comparison'], ['emotions:emotions'], ['cognition:creative thinking/solutions'], ['categories:categories']]",nan
9780593181140.0,boys dance,john robert allman,nan,[],"[['gender', 'breaking norms'], ['perception', 'motion'], ['(dis)ability:diversity'], ['language:rhyming'], ['dream big/following dreams:dream big/following dreams']]",nan
9780062979667.0,sharice's big voice: a native kid becomes a congressman,sharice davids with nancy k. mays,"this picture book autobiography tells the triumphant story of sharice
davids, one of the first native american women elected to congress, and the
first lgbtq congressperson to represent kansas! when sharice davids was
young, she never thought she'd be in congress. and she never thought she'd
be one of the first native american women in congress. during her campaign,
she heard from a lot of doubters. they said she couldn't win because of how
she looked, who she loved, and where she came from. but here's the thing:
everyone's path looks different and everyone's path has obstacles. and this
is the remarkable story of sharice davids' path to congress. beautifully
illustrated by joshua mangeshig pawis-steckley, an ojibwe woodland artist,
this powerful autobiographical picture book teaches readers to use their
big voice and that everyone deserves to be seen--and heard! the back matter
includes information about the ho-chunk written by former ho-chunk
president jon greendeer, an artist note, and an inspiring letter to
children from sharice davids.","['determination', 'perseverance']","[['cognition', 'critical thinking', 'problem-solving'], ['culture', 'history'], ['dream big/following dreams:dream big/following dreams'], ['personal history:personal history']]",nan
9780449813379.0,six dots: the story of young louis braille,jen bryant,"an inspiring picture-book biography of louis braille—a blind boy so
determined to read that he invented his own alphabet. **winner of a
schneider family book award!** louis braille was just five years old when
he lost his sight. he was a clever boy, determined to live like everyone
else, and what he wanted more than anything was to be able to read. even at
the school for the blind in paris, there were no books for him. and so he
invented his own alphabet—a whole new system for writing that could be read
by touch. a system so ingenious that it is still used by the blind
community today. award-winning writer jen bryant tells braille’s inspiring
story with a lively and accessible text, filled with the sounds, the
smells, and the touch of louis’s world. boris kulikov’s inspired paintings
help readers to understand what louis lost, and what he was determined to
gain back through books. an author’s note and additional resources at the
end of the book complement the simple story and offer more information for
parents and teachers. praise for six dots: ""an inspiring look at a child
inventor whose drive and intelligence changed to world—for the blind and
sighted alike.""—kirkus reviews ""even in a crowded field, bryant’s tightly
focused work, cast in the fictionalized voice of braille himself, is
particularly distinguished.""—bulletin, starred review ""this picture book
biography strikes a perfect balance between the seriousness of braille’s
life and the exuberance he projected out into the world."" — school library
journal, starred review",[],"[['cognition', 'critical thinking', 'problem-solving'], ['social', 'helping others'], ['emotions:emotions'], ['persistence:persistence'], ['(dis)ability:(dis)ability'], ['dream big/following dreams:dream big/following dreams']]",nan
9781250302953.0,it feels good to be yourself: a book about gender identity,theresa thorn,"a picture book that introduces the concept of gender identity to the
youngest reader from writer theresa thorn and illustrator noah grigni. some
people are boys. some people are girls. some people are both, neither, or
somewhere in between. this sweet, straightforward exploration of gender
identity will give children a fuller understanding of themselves and
others. with child-friendly language and vibrant art, it feels good to be
yourself provides young readers and parents alike with the vocabulary to
discuss this important topic with sensitivity.",['understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'diversity', 'identity', 'breaking the binary'], ['perception', 'grouping', 'figure-ground segregation'], ['gender:nonconformity'], ['acceptance:acceptance'], ['gender:transgender child']]",nan
9781250047199.0,mixed me,taye diggs,"the team who brought us chocolate me!, returns with an upbeat story about a
mixed-race boy.",[],nan,nan
9780762475001.0,kind like marsha: learning from lgbtq+ leaders,sarah prager,"for fans of little leaders and pride comes a nonfiction picture book
celebrating 14 incredible lgbtq+ change makers and forward thinkers
throughout history. kind like marsha celebrates 14 amazing and
inspirational lgbtq+ people throughout history. fan favorites like harvey
milk, sylvia rivera, and audre lorde are joined by the likes of leonardo da
vinci, frida kahlo, and more in this striking collection. with a focus on a
positive personality attribute of each of the historical figures, readers
will be encouraged to be brave like the ugandan activist fighting for
lgbtq+ rights against all odds and to be kind like marsha p. johnson who
took care of her trans community on the new york city streets.",[],"[['social', 'standing up for yourself and others'], ['culture:values'], ['language:adjectives'], ['activism:activism'], ['(dis)ability:diversity']]",nan
9781481487405.0,dancing hands: how teresa carreno played the piano for president lincoln,margarita engle,"winner of the pura belpré illustrator award a kirkus reviews best picture
book in soaring words and stunning illustrations, margarita engle and
rafael lópez tell the story of teresa carreño, a child prodigy who played
piano for abraham lincoln. as a little girl, teresa carreño loved to let
her hands dance across the beautiful keys of the piano. if she felt sad,
music cheered her up, and when she was happy, the piano helped her share
that joy. soon she was writing her own songs and performing in grand
cathedrals. then a revolution in venezuela forced her family to flee to the
united states. teresa felt lonely in this unfamiliar place, where few of
the people she met spoke spanish. worst of all, there was fighting in her
new home, too—the civil war. still, teresa kept playing, and soon she grew
famous as the talented piano girl who could play anything from a folk song
to a sonata. so famous, in fact, that president abraham lincoln wanted her
to play at the white house! yet with the country torn apart by war, could
teresa’s music bring comfort to those who needed it most?",[],"[['emotions', 'managing emotions', 'anxiety', 'fear'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['language:literal vs. figurative language'], ['emotions:sadness'], ['emotions:homesickness'], ['emotions:empathy'], ['language:verbs'], ['immigration:immigration'], ['dream big/following dreams:dream big/following dreams']]",nan
9780803736801.0,dragons love tacos,adam rubin,"a #1 new york times bestselling phenomenon, this deliciously funny read-
aloud from the creators of robo-sauce and secret pizza party will make you
laugh until spicy salsa comes out of your nose. dragons love tacos. they
love chicken tacos, beef tacos, great big tacos, and teeny tiny tacos. so
if you want to lure a bunch of dragons to your party, you should definitely
serve tacos. buckets and buckets of tacos. unfortunately, where there are
tacos, there is also salsa. and if a dragon accidentally eats spicy salsa .
. . oh, boy. you're in red-hot trouble. the award-winning team of adam
rubin and daniel salmieri has created an unforgettable tale of new friends
and the perfect snack.",[],"[['perception', 'proximity', 'grouping', 'similarity'], ['actions and consequences'], ['different:comparisons'], ['language:literal vs. figurative language']]",nan
9780593123638.0,born ready: the true story of a boy named penelope,jodie patterson,"jodie patterson, activist and chair of the human rights campaign foundation
board, shares her transgender son's experience in this important picture
book about identity and acceptance. penelope knows that he's a boy. (and a
ninja.) the problem is getting everyone else to realize it. in this
exuberant companion to jodie patterson's adult memoir, the bold world,
patterson shares her son penelope's frustrations and triumphs on his
journey to share himself with the world. penelope's experiences show
children that it always makes you stronger when you are true to yourself
and who you really are.","['perseverance', 'learning to stand up for yourself']","[['family', 'interactions', 'parent-child relationships'], ['gender', 'identity'], ['perception', 'motion'], ['self-concept'], ['gender:transgender child'], ['language:adjectives'], ['comparison:comparison'], ['family:sibling relationships'], ['gender:pronouns'], ['gender:pronouns changing over time'], ['acceptance:acceptance'], ['family:love']]",nan
9780062846792.0,mary wears what she wants,keith negley,nan,[],"[['language', 'descriptive'], ['gender', 'breaking norms', 'roles'], ['perception:motion perception'], ['emotions:emotions']]",nan
9780593114544.0,she persisted in sports: american olympians who changed the game,chelsea clinton,"from chelsea clinton and alexandra boiger, the #1 new york times
bestselling team behind she persisted, comes a new book featuring women
athletes who overcame and inspired--perfect for fans of the olympics!
throughout history, women have been told that they couldn't achieve their
dreams, no matter how hard they tried. women athletes have faced their own
unique set of challenges, across countless sports and levels of play. in
this third she persisted book, chelsea clinton introduces readers to women
who have excelled in their sports because of their persistence. she
persisted in sports is a book for everyone who has ever aimed for a goal
and been told it wasn't theirs to hit, for everyone who has ever raced for
a finish line that seemed all too far away, and for everyone who has ever
felt small or unimportant while out on the field. alexandra boiger's
vibrant artwork accompanies this inspiring text that shows readers of all
ages that, no matter what obstacles come their way, they have the power to
persist and succeed. this book features: margaret ives abbott, gertrude
ederle, mildred ""babe"" didrikson zaharias, wilma rudolph, jean driscoll,
mia hamm (and the 1996 olympic soccer team), kristi yamaguchi, venus and
serena williams, misty may-treanor and kerri walsh jennings, diana taurasi,
simone biles, ibtihaj muhammad and jocelyne and monique lamoureux. praise
for she persisted in sports: ""an appealing reminder that, with
perseverance, girls can be athletes—or whatever else they choose."" --school
library journal",['children in wheelchairs'],"[['gender', 'expectations'], ['(dis)ability', 'deafness'], ['perception:motion perception'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['persistence:persistence']]",nan
9780763696047.0,rescue & jessica: a life-changing friendship,jessica kensky & patrick downes,"based on a real-life partnership, this heartening story of the love and
teamwork between a girl and her service dog is sure to illuminate and
inspire. an endnote from the authors tells more about the training and
extraordinary abilities of service dogs. full color.",[],"[['social', 'helping others'], ['(dis)ability', 'prosthetics'], ['change'], ['emotions', 'anxiety', 'fear'], ['family'], ['(dis)ability:(dis)ability'], ['persistence:persistence']]",nan
9780823445592.0,i talk like a river,jordan scott,nan,['daily tasks/activities/routines'],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['emotions', 'anxiety', 'fear'], ['(dis)ability:language impairments'], ['language:phonemes'], ['language:sounds and spelling'], ['language:literal vs. figurative language']]",nan
9780525555094.0,fauja singh keeps going: the true story of the oldest person to ever run a marathon,simran jeet singh,"the true story of fauja singh, who broke world records to become the first
one hundred-year-old to run a marathon, shares valuable lessons on the
source of his grit, determination to overcome obstacles, and commitment to
positive representation of the sikh community. every step forward is a
victory. fauja singh was born determined. he was also born with legs that
wouldn't allow him to play cricket with his friends or carry him to school
miles from his village in punjab. but that didn't stop him. working on his
family's farm, fauja grew stronger to meet his own full potential. he never
stopped striving. at the age of 81, after a lifetime of making his body,
mind, and heart stronger, fauja decided to run his first marathon. he went
on to break records all around the world and became the first person over
100 to complete the grueling long-distance race. with exuberant text by
simran jeet singh and exhilarating illustrations by baljinder kaur, the
true story of fauja singh reminds us that it's both where we start and how
we finish that make our journeys unforgettable.",[],"[['family', 'parent-child relationships', 'relationships'], ['culture'], ['social', 'belonging'], ['perception:motion perception'], ['persistence:persistence'], ['dream big/following dreams:dream big/following dreams'], ['(dis)ability:(dis)ability'], ['social:bullying'], ['emotions:emotions']]",nan
9780593323892.0,sam's super seats,keah brown,nan,[],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['social', 'helping others'], ['perception', 'grouping', 'figure-ground segregation'], ['(dis)ability', 'cerebral palsy'], ['self-concept'], ['self-esteem'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['perception:motion perception'], ['social:friendship'], ['acceptance:acceptance'], ['emotions:emotions']]",nan
9781524738884.0,dark was the night: blind willie johnson's journey to the stars,gary golio,"the poignant story of blind willie johnson--the legendary texas musician
whose song ""dark was the night"" was included on the voyager i space probe's
golden record willie johnson was born in 1897, and from the beginning he
loved to sing--and play his cigar box guitar. but his childhood was
interrupted when he lost his mother and his sight. how does a blind boy
make his way in the world? fortunately for willie, the music saved him and
brought him back into the light. his powerful voice, combined with the
wailing of his slide guitar, moved people. willie made a name for himself
performing on street corners all over texas. and one day he hit it big when
he got a record deal and his songs were played on the radio. then in 1977,
his song--""dark was the night""--was chosen to light up the darkness when it
was launched into space on the voyager i space probe's famous golden
record. his immortal song was selected for the way it expresses the
loneliness humans all feel, while reminding us we're not alone.",[],"[['family', 'parent-child relationships'], ['(dis)ability:(dis)ability'], ['emotions:emotions']]",nan
9780449817445.0,emmanuel's dream: the true story of emmanuel ofosu yeboah,laurie ann thompson & sean qualls,"emmanuel ofosu yeboah's inspiring true story—which was turned into a film,
emmanuel's gift, narrated by oprah winfrey—is nothing short of remarkable.
born in ghana, west africa, with one deformed leg, he was dismissed by most
people—but not by his mother, who taught him to reach for his dreams. as a
boy, emmanuel hopped to school more than two miles each way, learned to
play soccer, left home at age thirteen to provide for his family, and,
eventually, became a cyclist. he rode an astonishing four hundred miles
across ghana in 2001, spreading his powerful message: disability is not
inability. today, emmanuel continues to work on behalf of the disabled.
thompson's lyrical prose and qualls's bold collage illustrations offer a
powerful celebration of triumphing over adversity. includes an author's
note with more information about emmanuel's charity.",['giving/sharing'],"[['family', 'parent-child relationships', 'caring for each other'], ['social', 'helping others'], ['(dis)ability', 'limb differences'], ['embracing differences'], ['(dis)ability:(dis)ability'], ['persistence:persistence'], ['activism:activism'], ['different:being different'], ['growing up:growing up'], ['inner strength:inner strength'], ['self:believing in yourself'], ['social:bullying'], ['difficult topics:discrimination']]",nan
9780593353295.0,she persisted in science,chelsea clinton,"a stem-focused addition to the #1 new york times bestselling she persisted
series! throughout history, women have been told that science isn’t for
them. they’ve been told that they’re not smart enough, or that their brains
just aren’t able to handle it. in this book, chelsea clinton introduces
readers to women scientists who didn’t listen to those who told them “no”
and who used their smarts, their skills and their persistence to discover,
invent, create and explain. she persisted in science is for everyone who’s
ever had questions about the world around them or the way things work, and
who won’t give up until they find their answers. with engaging artwork by
alexandra boiger accompanying the inspiring text, this is a book that shows
readers that everyone has the potential to make a difference, and that
women in science change our world. this book features: florence
nightingale, rebecca lee crumpler, ynes enriquetta julietta mexia, grace
hopper, rosalind franklin, gladys west, jane goodall, flossie wong-staal,
temple grandin, zaha hadid, ellen ochoa, dr. mona hanna-attisha & mari
copeny, and autumn peltier, greta thunberg & wanjiru wathuti praise for she
persisted: * “[a] lovely, moving work of children’s literature [and a]
polished introduction to a diverse and accomplished group of women.”
—publishers weekly, starred review “exemplary . . . this well-curated list
will show children that women’s voices have made themselves emphatically
heard.” —booklist “[she persisted] will remind little girls that they can
achieve their goals if they don’t let obstacles get in the way.” —family
circle “we can’t wait to grab a copy for some of the awesome kids in our
lives . . . and maybe some of the grown-ups, too.” —bustle “a message we
all need to hear.” —scary mommy praise for she persisted in science: ""this
inspiring collective biography provides a host of role models for young
readers."" --school library journal",[],"[['(dis)ability', 'autism'], ['social', 'helping others'], ['cognition', 'problem-solving'], ['difficult topics:discrimination'], ['persistence:persistence'], ['activism:activism']]",nan
9780545584166.0,"i love you through and through/te quiero,yo te quiero",bernadette rossetti-shustak,"¡un libro sobre lo mucho que queremos a nuestros pequeñines!-- p. [4] of
cover.",[],"[['multilingual text', 'code-switching', 'spanish and english'], ['perception', 'shadow'], ['contrast'], ['family', 'love'], ['language:word learning'], ['emotions:emotions'], ['perception:motion perception'], ['affection:affection']]",nan
