ISBN,Title,Author,Description,Unformatted Tags,Formatted Tags
9780618216123,Hooway for Wodney Wat,Helen Lester,,[],
9781542039857,our spot,Lindsay Ward,"Beautifully written and illustrated, a story about how tradition can help
us hold those we've lost in our hearts, even when life is forever changed.
Every Thursday night, a girl and her papa go to their secret fishing spot
in the middle of the city. Now it's just the two of them--there used to be
three. The girl's mother had found this place, and they'd all fished there
when the girl was small as peas. Even though it's different now, it's still
tradition. The girl and her papa don't talk much; instead, they listen to
the waves lapping against the shore as they fish. Sometimes they talk about
Mama and the big walleye that always got away. As they head home, the city
sparkling in the moonlight, the girl is content, ready for a night of
dreaming about Mama and the fish.",[],"[['family', 'traditions'], ['language', 'descriptive'], ['perception', 'grouping', 'similarity', 'continuity'], ['math:counting'], ['perception:motion perception'], ['perception:proximity']]"
9780763665302,Du iz tak?,Carson Ellis,"A group of insects, who speak in an imaginary language, turn a growing tree
into a fort.",[],"[['social', 'cooperation'], ['cognition', 'problem-solving'], ['language', 'phonemes'], ['language:repetition'], ['language:word learning'], ['emotions:emotions'], ['perception:motion perception']]"
9780545871860,the paperboy,Dav Pilkey,"A paperboy and his dog enjoy the quiet of the early morning as they go
about their rounds.",['Daily tasks/activities/routines'],"[['perception', 'proximity', 'grouping', 'similarity', 'shadow'], ['categories:categories'], ['perception:relative size'], ['perception:foreground/background']]"
9780394900209,go dog go,PD Eastman,"P.D. Eastman's canine classic—perfect for fans of the Netlix Original Go,
Dog. Go! animated preschool series! Written for beginning readers using
only 75 different words, this beloved Beginner Book by P.D. Eastman—edited
by Dr. Seuss—features all kinds of wonderful dogs riding bicycles,
scooters, skiis, roller skates, and driving all sorts of vehicles on their
way to a party held on top of a tree! This is a perfect gift for P.D.
Eastman fans and dog lovers of all ages! Originally created by Dr. Seuss
himself, Beginner Books are fun, funny, and easy to read. These unjacketed
hardcover early readers encourage children to read all on their own, using
simple words and illustrations. Smaller than the classic large format Seuss
picture books like The Lorax and Oh, The Places You'll Go!, these portable
packages are perfect for practicing readers ages 3-7, and lucky parents
too! ""The canine cartoons make an elementary text funny and coherent and
still one of the best around.""--School Library Journal.",['Daily tasks/activities/routines'],"[['social', 'social routines'], ['perception:relative size'], ['perception:motion perception'], ['language:adjectives']]"
9781851685196,what makes us human,Victor D.O. Santos,"How and why did we become who we are? In ""What Makes Us Human?"" some of
theorld's most brilliant thinkers offer their answers to this perennial
puzzle,ncluding Susan Blackmore, Robin Dunbar, Susan Greenfield, Richard
Harries,enan Malik, Richard Wrangham, Ian Tattersall, and Lewis Wolpert.
Together,hey draw on a broad spectrum of disciplines, from anthropology,
biochemistry,edicine, and neuroscience, to philosophy, psychology, and
religion, to askhat makes us distinctively human. Is it our cognitive
abilities, or our usef tools, our story-telling, our beliefs, our
curiosity, our ability to cook,r our culture? Are we half-ape or half-
angel? ""What Makes Us Human?""xplains how and why our ancestors adapted to
their surroundings to produceuch clever, talented, and unlikely progeny. It
is for all to enjoy.",[],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['culture'], ['perception:relative size'], ['family:Time'], ['growth:growth'], ['(dis)ability:diversity']]"
9780380810956,the wolves in the walls,Neil Gaiman,"Lucy hears sneaking, creeping, crumpling noises coming from inside the
walls. She is sure there are wolves living in the walls of her house.",['Daily tasks/activities/routines'],"[['cognition', 'critical thinking', 'problem-solving'], ['language', 'descriptive'], ['family', 'parent-child relationships', 'interactions'], ['language:Word learning'], ['cognition:creative thinking/solutions']]"
9780681889217,all about corduroy,Don Freeman,"Corduroy: A toy bear in a department store wants a number of things, but
when a little girl finally buys him he finds what he has always wanted most
of all ; A pocket for Corduroy: A toy bear who wants a pocket for himself
searches for one in a laundromat.",['Daily tasks/activities/routines'],"[['cognition', 'reasoning and decision making skills'], ['perception', 'grouping', 'similarity', 'continuity'], ['family', 'parent-child relationships', 'interactions'], ['emotions:curiosity'], ['categories:categories'], ['perception:relative size'], ['perception:proximity']]"
9780525554226,love makes a family,Sophie beer,"This fun, inclusive board book celebrates the one thing that makes every
family a family . . . and that's LOVE. Love is baking a special cake. Love
is lending a helping hand. Love is reading one more book. In this exuberant
board book, many different families are shown in happy activity, from an
early-morning wake-up to a kiss before bed. Whether a child has two moms,
two dads, one parent, or one of each, this simple preschool read-aloud
demonstrates that what's most important in each family's life is the love
the family members share.","['Different types of family', 'Daily tasks/activities/routines']","[['family', 'activities'], ['perception', 'motion', 'grouping', 'similarity', 'continuity'], ['(dis)ability:diversity'], ['perception:proximity']]"
9780060776398,Pinkalicious,Victoria Kann & Elizabeth Kann,"Pink, pink, pink. More than anything, Pinkalicious loves pink, especially
pink cupcakes. Her parents warn her not to eat too many of them, but when
Pinkalicious does . . . she turns pink! What to do? This sparkling picture
book, filled with such favorites as pink bubble gum, pink peonies, pink
cotton candy, and pink fairy princess dresses, celebrates all things pink
while showing that being yourself is best of all.",['Daily tasks/activities/routines'],"[['family', 'activities', 'interactions'], ['cognition', 'cognitive development'], ['perception:foreground/background'], ['perception:motion perception'], ['cognition:cause and effect'], ['emotions:emotions']]"
9780399260094,the three snow bears,Jan Brett,"Jan Brett's #1 New York Times bestseller is the snowiest retelling of
Goldilocks and the Three Bears you could ask for! Jan Brett's board book
audience will love this brief version of a favorite tale in which Aloo-ki,
an Inuit girl, meets a polar bear family. When Aloo-ki's sled dogs float
away on an ice floe, she goes looking for them. She comes upon an igloo
with no one home and goes inside. In the meantime, Mama, Papa and Baby Bear
swim out and rescue Aloo-ki's dogs. They all go home for breakfast to find
a surprise visitor curled up in Baby Bear's bed for a nap. Snuggle up with
Jan Brett's other snowy treasures: The Mitten, The Hat, The Snowy Nap,
Cozy, and The Trouble With Trolls.",[],"[['family', 'interactions'], ['social', 'helping others'], ['moral development'], ['perception:relative size'], ['cognition:cause and effect']]"
9780593205228,how to get your octopus to school,Becky Scharnhorst,"Learn how to get your octopus to school in this hilarious and endearing
back-to-school story! Getting your octopus to school won't be easy. He
would much rather stay home with you and play hide-and-seek or dress-up.
But you know your octopus will love school if he gives it a chance. And
you'll tell him that . . . as soon as you can find him . . . Reminiscent of
If You Take a Mouse to School, get your little one ready for school with
this silly and sweet back-to-school story. Perfect for any parent who has
struggled to get their child ready for school in the morning!",[],"[['perception', 'grouping', 'figure-ground segregation', 'continuity', 'similarity'], ['self-esteem'], ['emotions:emotions'], ['first day of school:first day of school']]"
9780525516439,giant size butterfliees on my first day of school,Justin Roberts,"Find out how butterflies in your tummy are a good thing in this fresh take
on being nervous for the first day of school. When a little girl wakes up
on the first day of school, the butterflies in her stomach feel positively
giant-sized! She really wants her mom to stay with her, on this first day.
As she and her mom make their way to school, Mom explains how the
butterflies are a good thing. Everyone gets them (including parents) and
they are a sign of something exciting happening—that we're about to learn
and grow from a new experience and they can help us through it. So with the
butterflies as her guide, the girl soars into her first day. Beloved
children's songwriter Justin Roberts brings one of his most popular songs
to the page, alongside beautifully tender illustrations by Paola Escobar,
in a story guaranteed to help readers of all ages reframe their first-day
nerves as first-day excitement.",[],"[['emotions', 'anxiety', 'fear'], ['family', 'parent-child relationships', 'interactions'], ['emotions:emotions'], ['first day of school:first day of school'], ['language:rhyming']]"
9780593206263,just help,Sonia have,"From the author of the #1 New York Times bestseller Just Ask! comes a fun
and meaningful story about making the world--and your community--better,
one action at a time, that asks the question: Who will you help today?
Every night when Sonia goes to bed, Mami asks her the same question: How
did you help today? And since Sonia wants to help her community, just like
her Mami does, she always makes sure she has a good answer to Mami's
question. In a story inspired by her own family's desire to help others,
Supreme Court Justice Sonia Sotomayor takes young readers on a journey
through a neighborhood where kids and adults, activists and bus drivers,
friends and strangers all help one another to build a better world for
themselves and their community. With art by award-winning illustrator
Angela Dominguez, this book shows how we can all help make the world a
better place each and every day. Praise for Just Help!: ""Generosity proves
contagious in this personal portrait of community service by Supreme Court
Justice Sotomayor."" --Publishers Weekly ""For use in civics units or in
lessons on being a good neighbor, this provides wonderful encouragement to
show that children can help in big and small ways."" --School Library
Journal",['caring for the environment'],"[['social', 'helping others', 'cooperation'], ['perception', 'grouping'], ['(dis)ability:diversity'], ['community:community'], ['community support:community support'], ['paying it forward:paying it forward']]"
9781665905053,"Bitsy Bat,school star",Kaz Windness,"The only bat at her new school, Bitsy does not feel like she fits in, but
after some encouragement, Bitsy learns that everyone shines differently.",[],"[['(dis)ability', 'autism'], ['emotions', 'anxiety', 'fear'], ['language', 'literal vs. figurative language'], ['different perspectives'], ['perception', 'grouping'], ['family', 'relationships'], ['cognition', 'problem-solving'], ['self-esteem'], ['emotions:emotions'], ['perception:relative size'], ['different:being different'], ['social:bullying'], ['community:community'], ['different:Individual differences']]"
9781943147304,the girl who thought in pictures: the story of Dr. Temple Grandin,Julia Finley Mosca,"If you've ever felt different, if you've ever been low,if you don't quite
fit in, there's a name you should know...Meet Dr. Temple Grandin--one of
the world's quirkiest science heroes!When young Temple was diagnosed with
autism, no one expected her to talk, let alone become one of the most
powerful voices in modern science. Yet, the determined visual thinker did
just that. Her unique mind allowed her to connect with animals in a special
way, helping her invent groundbreaking improvements for farms around the
globe!The Girl Who Thought in Pictures: The Story of Dr. Temple Grandin is
the first book in a brand new educational series about the inspirational
lives of amazing scientists. In addition to the illustrated rhyming tale,
you'll find a complete biography, fun facts, a colorful timeline of events,
and even a note from Temple herself!",[],"[['cognition', 'critical thinking', 'problem-solving'], ['(dis)ability', 'autism'], ['self-acceptance'], ['language:rhyming'], ['perception:motion perception'], ['social:bullying'], ['acceptance:acceptance'], ['cognition:creative thinking/solutions']]"
9780823454112,Challah day,Charlotte Offsay,"It’s Challah Day! A family mixes, kneads, and braids bread in this joyful,
rhyming story about a Jewish holiday food that’s baked with love. From
kneading sticky dough to gathering with family around the table, Challah
Day celebrates family, food, heritage, and tradition! Join this happy
family as they bake delicious braided egg bread for their Friday night
Shabbat dinner. Yeast and sugar - water’s warm, mix and watch those bubbles
form! Crack the eggs – one… two… three… four Extra if some hit the floor.
Messy flour and laughter abound. The scent of warm bread fills the house.
Grandma and Grandpa bring the candles and hugs. Parents, kids, and baby
too, can read this kid-friendly, rhyming recipe together. Inspired by
memories author Charlotte Offsay and illustrator Jason Kirschner have of
baking Challah with their children, Challah Day celebrates the sweetness of
sharing homemade food as a family. In the back of the book, read about the
cultural importance of Challah and Jewish traditions. This read aloud can
be a joyful introduction to a new culture or a cozy way to celebrate a
familiar one. Perfect for any occasion as a holiday gift or the start of a
new weekly tradition. A Challah recipe is included.",['cooperation/working together'],"[['family', 'interactions', 'traditions'], ['language:rhyming'], ['perception:motion perception'], ['celebration:holidays']]"
9780547076713,Bee-bim Bop!,Linda Sue Park,"A child, eager for a favorite meal, helps with the shopping, food
preparation, and table setting.","['Daily tasks/activities/routines', 'help others']","[['culture', 'foods'], ['family', 'generations', 'interactions', 'parent-child relationships'], ['perception', 'grouping', 'figure-ground segregation'], ['language:rhyming'], ['language:repetition'], ['perception:motion perception'], ['perception:visual attention']]"
9781797216294,Yenebi's drive to school,Sendy Santamaria,"Yenebi, her sister Melanie, and mom drive to school every morning across
the US-Mexico border.",['Daily tasks/activities/routines'],"[['culture', 'foods'], ['language:Word learning'], ['family:sibling relationships'], ['immigration:immigration'], ['borders:borders'], ['patience:patience'], ['multilingual text:multilingual text']]"
9781554987948,A family is a family is a family,Sara O'Leary,,['different types of family'],"[['family', 'blended'], ['gay marriage'], ['perception:motion perception'], ['difficult topics:divorce'], ['family:new baby']]"
9781772600377,Stolen words,Melanie Florence,"In this picture book a little girl sets out to help her grandfather
discover the Cree language that was stolen from him when he was sent away
to residential school as a boy.",['help others'],"[['family', 'generations', 'interactions'], ['culture', 'memory'], ['perception', 'grouping', 'figure-ground segregation'], ['trauma'], ['emotions:emotions'], ['culture:Memory'], ['language:word learning'], ['perception:motion perception']]"
9781849354042,we move together,"Kelly Fritsch,Anne McGuire and Eduardo Trejos",A fun and inclusive picture book with mixed-ability characters!,['Daily tasks/activities/routines'],"[['social', 'helping others', 'multiple types of communication'], ['contrast'], ['perception', 'motion'], ['cognition', 'problem-solving'], ['(dis)ability', 'wheelchairs', 'hearing aids', 'blindness'], ['(dis)ability:diversity'], ['emotions:emotions'], ['social:social justice'], ['difficult topics:discrimination']]"
9780763669003,"mango,Abuela,and me",Meg Medina,"A 2016 Pura Belpré Author Award Honor Book A 2016 Pura Belpré Illustrator
Award Honor Book When a little girl’s far-away grandmother comes to stay,
love and patience transcend language in a tender story written by acclaimed
author Meg Medina. Mia’s abuela has left her sunny house with parrots and
palm trees to live with Mia and her parents in the city. The night she
arrives, Mia tries to share her favorite book with Abuela before they go to
sleep and discovers that Abuela can’t read the words inside. So while they
cook, Mia helps Abuela learn English (“Dough. Masa”), and Mia learns some
Spanish too, but it’s still hard for Abuela to learn the words she needs to
tell Mia all her stories. Then Mia sees a parrot in the pet-shop window and
has the perfectoidea for how to help them all communicate a little better.
An endearing tale from an award-winning duo that speaks loud and clear
about learning new things and the love that bonds family members.",[],"[['cognition', 'critical thinking', 'problem-solving', 'learning'], ['perception', 'proximity', 'grouping', 'similarity'], ['family', 'interactions', 'caring for each other'], ['multilingual text', 'code-switching'], ['family:generations'], ['language:Word learning'], ['internal motivation to learn:internal motivation to learn'], ['language:repetition'], ['challenges in a new place:Challenges in a new place']]"
9781481480796,Teddy's favorite toy,Christian Trimmer,"A mom goes to great lengths to rescue her son’s favorite doll in this
delightful tribute to treasured toys—and mothers. Teddy has a lot of cool
toys. But his very favorite doll has the best manners, the sickest fighting
skills, and a fierce sense of style. Then one morning, something truly
awful happens. And there’s only one woman fierce enough to save the day.
Can Teddy’s mom reunite Teddy with his favorite toy?",[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'proximity', 'grouping', 'similarity', 'motion'], ['gender', 'breaking norms']]"
9781328866844,the crayon man,Natascha Biebow,"Celebrating the inventor of the Crayola crayon This gloriously illustrated
picture book biography tells the inspiring story of Edwin Binney, the
inventor of one of the world's most beloved toys. A perfect fit among
favorites like The Day the Crayons Quit and Balloons Over Broadway. purple
mountains' majesty, mauvelous, jungle green, razzmatazz... What child
doesn't love to hold a crayon in their hands? But children didn't always
have such magical boxes of crayons. Before Edwin Binney set out to change
things, children couldn't really even draw in color. Here's the true story
of an inventor who so loved nature's vibrant colors that he found a way to
bring the outside world to children - in a bright green box for only a
nickel With experimentation, and a special knack for listening, Edwin
Binney and his dynamic team at Crayola created one of the world's most
enduring, best-loved childhood toys - empowering children to dream in COLOR",[],"[['cognition', 'critical thinking', 'problem-solving'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['comparison:comparison'], ['emotions:emotions'], ['cognition:creative thinking/solutions'], ['categories:categories']]"
9780593181140,Boys dance,John Robert Allman,,[],"[['gender', 'breaking norms'], ['perception', 'motion'], ['(dis)ability:diversity'], ['language:rhyming'], ['dream big/following dreams:Dream big/following dreams']]"
9780062979667,Sharice's big voice: a native kid becomes a congressman,Sharice Davids with Nancy K. Mays,"This picture book autobiography tells the triumphant story of Sharice
Davids, one of the first Native American women elected to Congress, and the
first LGBTQ congressperson to represent Kansas! When Sharice Davids was
young, she never thought she'd be in Congress. And she never thought she'd
be one of the first Native American women in Congress. During her campaign,
she heard from a lot of doubters. They said she couldn't win because of how
she looked, who she loved, and where she came from. But here's the thing:
Everyone's path looks different and everyone's path has obstacles. And this
is the remarkable story of Sharice Davids' path to Congress. Beautifully
illustrated by Joshua Mangeshig Pawis-Steckley, an Ojibwe Woodland artist,
this powerful autobiographical picture book teaches readers to use their
big voice and that everyone deserves to be seen--and heard! The back matter
includes information about the Ho-Chunk written by former Ho-Chunk
President Jon Greendeer, an artist note, and an inspiring letter to
children from Sharice Davids.","['determination', 'perseverance']","[['cognition', 'critical thinking', 'problem-solving'], ['culture', 'history'], ['dream big/following dreams:dream big/following dreams'], ['personal history:personal history']]"
9780449813379,six dots: the story of young Louis Braille,Jen Bryant,"An inspiring picture-book biography of Louis Braille—a blind boy so
determined to read that he invented his own alphabet. **Winner of a
Schneider Family Book Award!** Louis Braille was just five years old when
he lost his sight. He was a clever boy, determined to live like everyone
else, and what he wanted more than anything was to be able to read. Even at
the school for the blind in Paris, there were no books for him. And so he
invented his own alphabet—a whole new system for writing that could be read
by touch. A system so ingenious that it is still used by the blind
community today. Award-winning writer Jen Bryant tells Braille’s inspiring
story with a lively and accessible text, filled with the sounds, the
smells, and the touch of Louis’s world. Boris Kulikov’s inspired paintings
help readers to understand what Louis lost, and what he was determined to
gain back through books. An author’s note and additional resources at the
end of the book complement the simple story and offer more information for
parents and teachers. Praise for Six Dots: ""An inspiring look at a child
inventor whose drive and intelligence changed to world—for the blind and
sighted alike.""—Kirkus Reviews ""Even in a crowded field, Bryant’s tightly
focused work, cast in the fictionalized voice of Braille himself, is
particularly distinguished.""—Bulletin, starred review ""This picture book
biography strikes a perfect balance between the seriousness of Braille’s
life and the exuberance he projected out into the world."" — School Library
Journal, starred review",[],"[['cognition', 'critical thinking', 'problem-solving'], ['social', 'helping others'], ['emotions:emotions'], ['persistence:persistence'], ['(dis)ability:(dis)ability'], ['dream big/following dreams:dream big/following dreams']]"
9781250302953,it feels good to be yourself: a book about gender identity,Theresa Thorn,"A picture book that introduces the concept of gender identity to the
youngest reader from writer Theresa Thorn and illustrator Noah Grigni. Some
people are boys. Some people are girls. Some people are both, neither, or
somewhere in between. This sweet, straightforward exploration of gender
identity will give children a fuller understanding of themselves and
others. With child-friendly language and vibrant art, It Feels Good to Be
Yourself provides young readers and parents alike with the vocabulary to
discuss this important topic with sensitivity.",['Understanding the gender spectrum'],"[['gender', 'identity', 'expression', 'diversity', 'identity', 'breaking the binary'], ['perception', 'grouping', 'figure-ground segregation'], ['gender:nonconformity'], ['acceptance:acceptance'], ['gender:transgender child']]"
9781250047199,mixed me,Taye Diggs,"The team who brought us Chocolate Me!, returns with an upbeat story about a
mixed-race boy.",[],
9780762475001,Kind like Marsha: learning from LGBTQ+ leaders,Sarah Prager,"For fans of Little Leaders and Pride comes a nonfiction picture book
celebrating 14 incredible LGBTQ+ change makers and forward thinkers
throughout history. Kind Like Marsha celebrates 14 amazing and
inspirational LGBTQ+ people throughout history. Fan favorites like Harvey
Milk, Sylvia Rivera, and Audre Lorde are joined by the likes of Leonardo da
Vinci, Frida Kahlo, and more in this striking collection. With a focus on a
positive personality attribute of each of the historical figures, readers
will be encouraged to be brave like the Ugandan activist fighting for
LGBTQ+ rights against all odds and to be kind like Marsha P. Johnson who
took care of her trans community on the New York City streets.",[],"[['social', 'standing up for yourself and others'], ['culture:values'], ['language:adjectives'], ['activism:activism'], ['(dis)ability:diversity']]"
9781481487405,dancing hands: how Teresa Carreno played the piano for President Lincoln,Margarita Engle,"Winner of the Pura Belpré Illustrator Award A Kirkus Reviews Best Picture
Book In soaring words and stunning illustrations, Margarita Engle and
Rafael López tell the story of Teresa Carreño, a child prodigy who played
piano for Abraham Lincoln. As a little girl, Teresa Carreño loved to let
her hands dance across the beautiful keys of the piano. If she felt sad,
music cheered her up, and when she was happy, the piano helped her share
that joy. Soon she was writing her own songs and performing in grand
cathedrals. Then a revolution in Venezuela forced her family to flee to the
United States. Teresa felt lonely in this unfamiliar place, where few of
the people she met spoke Spanish. Worst of all, there was fighting in her
new home, too—the Civil War. Still, Teresa kept playing, and soon she grew
famous as the talented Piano Girl who could play anything from a folk song
to a sonata. So famous, in fact, that President Abraham Lincoln wanted her
to play at the White House! Yet with the country torn apart by war, could
Teresa’s music bring comfort to those who needed it most?",[],"[['emotions', 'managing emotions', 'anxiety', 'fear'], ['language', 'descriptive'], ['perception', 'grouping', 'figure-ground segregation'], ['language:adjectives'], ['language:Literal vs. figurative language'], ['emotions:sadness'], ['emotions:homesickness'], ['emotions:empathy'], ['language:verbs'], ['immigration:immigration'], ['dream big/following dreams:dream big/following dreams']]"
9780803736801,dragons love tacos,Adam Rubin,"A #1 New York Times bestselling phenomenon, this deliciously funny read-
aloud from the creators of Robo-Sauce and Secret Pizza Party will make you
laugh until spicy salsa comes out of your nose. Dragons love tacos. They
love chicken tacos, beef tacos, great big tacos, and teeny tiny tacos. So
if you want to lure a bunch of dragons to your party, you should definitely
serve tacos. Buckets and buckets of tacos. Unfortunately, where there are
tacos, there is also salsa. And if a dragon accidentally eats spicy salsa .
. . oh, boy. You're in red-hot trouble. The award-winning team of Adam
Rubin and Daniel Salmieri has created an unforgettable tale of new friends
and the perfect snack.",[],"[['perception', 'proximity', 'grouping', 'similarity'], ['actions and consequences'], ['different:comparisons'], ['language:Literal vs. figurative language']]"
9780593123638,born ready: the true story of a boy named Penelope,Jodie Patterson,"Jodie Patterson, activist and Chair of the Human Rights Campaign Foundation
Board, shares her transgender son's experience in this important picture
book about identity and acceptance. Penelope knows that he's a boy. (And a
ninja.) The problem is getting everyone else to realize it. In this
exuberant companion to Jodie Patterson's adult memoir, The Bold World,
Patterson shares her son Penelope's frustrations and triumphs on his
journey to share himself with the world. Penelope's experiences show
children that it always makes you stronger when you are true to yourself
and who you really are.","['perseverance', 'Learning to stand up for yourself']","[['family', 'interactions', 'parent-child relationships'], ['gender', 'identity'], ['perception', 'motion'], ['self-concept'], ['gender:transgender child'], ['language:adjectives'], ['comparison:comparison'], ['family:sibling relationships'], ['gender:Pronouns'], ['gender:pronouns changing over time'], ['acceptance:acceptance'], ['family:love']]"
9780062846792,Mary wears what she wants,Keith Negley,"From the award-winning creator of My Dad Used to Be So Cool and Tough Guys
Have Feelings Too comes a charming picture book inspired by the true story
of Mary Edwards Walker, a trailblazing 19th-century doctor who was arrested
many times for wearing pants. Once upon a time (but not that long ago),
girls only wore dresses. And only boys wore pants. Until one day, a young
girl named Mary had an idea: She would wear whatever she wanted. And she
wanted to wear pants! This bold, original picture book encourages readers
to think for themselves while gently challenging gender and societal norms.",[],"[['language', 'descriptive'], ['gender', 'breaking norms', 'roles'], ['perception:motion perception'], ['emotions:emotions']]"
9780593114544,She persisted in sports: American Olympians who changed the game,Chelsea Clinton,"From Chelsea Clinton and Alexandra Boiger, the #1 New York Times
bestselling team behind She Persisted, comes a new book featuring women
athletes who overcame and inspired--perfect for fans of the Olympics!
Throughout history, women have been told that they couldn't achieve their
dreams, no matter how hard they tried. Women athletes have faced their own
unique set of challenges, across countless sports and levels of play. In
this third She Persisted book, Chelsea Clinton introduces readers to women
who have excelled in their sports because of their persistence. She
Persisted in Sports is a book for everyone who has ever aimed for a goal
and been told it wasn't theirs to hit, for everyone who has ever raced for
a finish line that seemed all too far away, and for everyone who has ever
felt small or unimportant while out on the field. Alexandra Boiger's
vibrant artwork accompanies this inspiring text that shows readers of all
ages that, no matter what obstacles come their way, they have the power to
persist and succeed. This book features: Margaret Ives Abbott, Gertrude
Ederle, Mildred ""Babe"" Didrikson Zaharias, Wilma Rudolph, Jean Driscoll,
Mia Hamm (and the 1996 Olympic soccer team), Kristi Yamaguchi, Venus and
Serena Williams, Misty May-Treanor and Kerri Walsh Jennings, Diana Taurasi,
Simone Biles, Ibtihaj Muhammad and Jocelyne and Monique Lamoureux. Praise
for She Persisted in Sports: ""An appealing reminder that, with
perseverance, girls can be athletes—or whatever else they choose."" --School
Library Journal",['children in wheelchairs'],"[['gender', 'expectations'], ['(dis)ability', 'deafness'], ['perception:motion perception'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['persistence:persistence']]"
9780763696047,Rescue & Jessica: a life-changing friendship,Jessica Kensky & Patrick Downes,"Based on a real-life partnership, this heartening story of the love and
teamwork between a girl and her service dog is sure to illuminate and
inspire. An endnote from the authors tells more about the training and
extraordinary abilities of service dogs. Full color.",[],"[['social', 'helping others'], ['(dis)ability', 'prosthetics'], ['change'], ['emotions', 'anxiety', 'fear'], ['family'], ['(dis)ability:(Dis)ability'], ['persistence:persistence']]"
9780823445592,I talk like a river,Jordan Scott,,['Daily tasks/activities/routines'],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['emotions', 'anxiety', 'fear'], ['(dis)ability:language impairments'], ['language:phonemes'], ['language:sounds and spelling'], ['language:Literal vs. figurative language']]"
9781662088056,Fauja Singh keeps going: the true story of the oldest person to ever run a marathon,Simran Jeet Singh,,[],"[['family', 'parent-child relationships', 'relationships'], ['culture'], ['social', 'belonging'], ['perception:motion perception'], ['persistence:persistence'], ['dream big/following dreams:dream big/following dreams'], ['(dis)ability:(dis)ability'], ['social:bullying'], ['emotions:emotions']]"
9780593323892,Sam's super seats,Keah Brown,,[],"[['family', 'parent-child relationships'], ['language', 'descriptive'], ['social', 'helping others'], ['perception', 'grouping', 'figure-ground segregation'], ['(dis)ability', 'cerebral palsy'], ['self-concept'], ['self-esteem'], ['(dis)ability:diversity'], ['(dis)ability:(dis)ability'], ['perception:motion perception'], ['social:friendship'], ['acceptance:acceptance'], ['emotions:emotions']]"
9781524738884,dark was the night: blind Willie Johnson's journey to the stars,Gary Golio,"The poignant story of Blind Willie Johnson--the legendary Texas musician
whose song ""Dark Was the Night"" was included on the Voyager I space probe's
Golden Record Willie Johnson was born in 1897, and from the beginning he
loved to sing--and play his cigar box guitar. But his childhood was
interrupted when he lost his mother and his sight. How does a blind boy
make his way in the world? Fortunately for Willie, the music saved him and
brought him back into the light. His powerful voice, combined with the
wailing of his slide guitar, moved people. Willie made a name for himself
performing on street corners all over Texas. And one day he hit it big when
he got a record deal and his songs were played on the radio. Then in 1977,
his song--""Dark Was the Night""--was chosen to light up the darkness when it
was launched into space on the Voyager I space probe's famous Golden
Record. His immortal song was selected for the way it expresses the
loneliness humans all feel, while reminding us we're not alone.",[],"[['family', 'parent-child relationships'], ['(dis)ability:(dis)ability'], ['emotions:emotions']]"
9780449817445,Emmanuel's dream: the true story of Emmanuel Ofosu Yeboah,Laurie Ann Thompson & Sean Qualls,"Emmanuel Ofosu Yeboah's inspiring true story—which was turned into a film,
Emmanuel's Gift, narrated by Oprah Winfrey—is nothing short of remarkable.
Born in Ghana, West Africa, with one deformed leg, he was dismissed by most
people—but not by his mother, who taught him to reach for his dreams. As a
boy, Emmanuel hopped to school more than two miles each way, learned to
play soccer, left home at age thirteen to provide for his family, and,
eventually, became a cyclist. He rode an astonishing four hundred miles
across Ghana in 2001, spreading his powerful message: disability is not
inability. Today, Emmanuel continues to work on behalf of the disabled.
Thompson's lyrical prose and Qualls's bold collage illustrations offer a
powerful celebration of triumphing over adversity. Includes an author's
note with more information about Emmanuel's charity.",['giving/sharing'],"[['family', 'parent-child relationships', 'caring for each other'], ['social', 'helping others'], ['(dis)ability', 'limb differences'], ['embracing differences'], ['(dis)ability:(dis)ability'], ['persistence:persistence'], ['activism:activism'], ['different:being different'], ['growing up:growing up'], ['inner strength:inner strength'], ['self:believing in yourself'], ['social:bullying'], ['difficult topics:discrimination']]"
